Материал название,Материал номер,Иерархия 0 уровень,Иерархия 0 номер,Иерархия 1 уровень,Иерархия 2 уровень,Иерархия 3 уровень,Материал. Признак 1,Материал. Признак 10,Материал. Признак 2,Материал. Признак 3,Материал. Признак 4,Материал. Признак 5,Материал. Признак 6,Материал. Признак 7,Материал. Признак 8,Материал. Признак 9,Материал. Размер 1,Материал. Размер 10,Материал. Размер 11,Материал. Размер 12,Материал. Размер 2,Материал. Размер 3,Материал. Размер 4,Материал. Размер 5,Материал. Размер 6,Материал. Размер 7,Материал. Размер 8,Материал. Размер 9
ТР ХД 28 4 СТ20 8734,000000000000007419,Труба,915,10270,1027004400,102700440001100,##,##,##,##,##,##,##,##,СТ20,8734,28,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 30 НЕКОНД,000000000000007420,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,30,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 30 2 СТ20 8734,000000000000007421,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,2,##,##
ТР ХД 30 2.5 СТ20 8734,000000000000007422,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 30 3 СТ20 8734,000000000000007423,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 30 3.5 СТ20 8734,000000000000007424,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 30 4 СТ20 8734,000000000000007425,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 30 5 СТ20 8734,000000000000007426,Труба,915,10270,1027004500,102700450001100,##,##,##,##,##,##,##,##,СТ20,8734,30,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 32 НЕКОНД,000000000000007427,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,32,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 32 1.2 СТ20 8734,000000000000007428,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,1.2,##,##
ТР ХД 32 2 СТ20 8734,000000000000007429,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,2,##,##
ТР ХД 32 2.5 СТ20 8734,000000000000007430,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 32 2.8 СТ20 8734,000000000000007431,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,2.8,##,##
ТР ХД 32 3 СТ20 8734,000000000000007432,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 32 3.5 СТ20 8734,000000000000007433,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 32 4 СТ20 8734,000000000000007434,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 32 5 СТ20 8734,000000000000007435,Труба,915,10270,1027004600,102700460001100,##,##,##,##,##,##,##,##,СТ20,8734,32,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 34 НЕКОНД,000000000000007436,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,34,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 34 2.8 СТ20 8734,000000000000007437,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,2.8,##,##
ТР ХД 34 3 СТ20 8734,000000000000007438,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 34 3.5 СТ20 8734,000000000000007439,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 34 4 СТ20 8734,000000000000007440,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 34 4.5 СТ20 8734,000000000000007441,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,4.5,##,##
ТР ХД 34 5 СТ20 8734,000000000000007442,Труба,915,10270,1027004700,102700470001100,##,##,##,##,##,##,##,##,СТ20,8734,34,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 35 НЕКОНД,000000000000007443,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,35,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 35 1.5 СТ20 8734,000000000000007444,Труба,915,10270,1027004800,102700480001100,##,##,##,##,##,##,##,##,СТ20,8734,35,##,##,##,##,##,##,##,##,1.5,##,##
ТР ХД 35 2 СТ20 8734,000000000000007445,Труба,915,10270,1027004800,102700480001100,##,##,##,##,##,##,##,##,СТ20,8734,35,##,##,##,##,##,##,##,##,2,##,##
ТР ХД 35 3.5 СТ20 8734,000000000000007446,Труба,915,10270,1027004800,102700480001100,##,##,##,##,##,##,##,##,СТ20,8734,35,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 35 6 СТ20 8734,000000000000007447,Труба,915,10270,1027004800,102700480001100,##,##,##,##,##,##,##,##,СТ20,8734,35,##,##,##,##,##,##,##,##,6,##,##
ТР ХД 36 НЕКОНД,000000000000007448,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,36,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 36 3 СТ20 8734,000000000000007449,Труба,915,10270,1027004900,102700490001100,##,##,##,##,##,##,##,##,СТ20,8734,36,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 36 5 СТ20 8734,000000000000007450,Труба,915,10270,1027004900,102700490001100,##,##,##,##,##,##,##,##,СТ20,8734,36,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 36 6 СТ20 8734,000000000000007451,Труба,915,10270,1027004900,102700490001100,##,##,##,##,##,##,##,##,СТ20,8734,36,##,##,##,##,##,##,##,##,6,##,##
ТР ХД 38 НЕКОНД,000000000000007452,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,38,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 38 2 СТ20 8734,000000000000007453,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,2,##,##
ТР ХД 38 2.5 СТ20 8734,000000000000007454,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 38 3 СТ20 8734,000000000000007455,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 38 3.2 СТ20 8734,000000000000007456,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,3.2,##,##
ТР ХД 38 3.5 СТ20 8734,000000000000007457,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 38 4 СТ20 8734,000000000000007458,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 38 4.5 СТ20 8734,000000000000007459,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,4.5,##,##
ТР ХД 38 5 СТ20 8734,000000000000007460,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 38 8 СТ20 8734,000000000000007461,Труба,915,10270,1027005000,102700500001100,##,##,##,##,##,##,##,##,СТ20,8734,38,##,##,##,##,##,##,##,##,8,##,##
ТР ХД 40 НЕКОНД,000000000000007462,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,40,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 40 1.5 СТ20 8734,000000000000007463,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,1.5,##,##
ТР ХД 40 3 СТ20 8734,000000000000007464,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 40 3.5 СТ20 8734,000000000000007465,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 40 4 СТ20 8734,000000000000007466,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 40 5 СТ20 8734,000000000000007467,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 40 8 СТ20 8734,000000000000007468,Труба,915,10270,1027005100,102700510001100,##,##,##,##,##,##,##,##,СТ20,8734,40,##,##,##,##,##,##,##,##,8,##,##
ТР ХД 42 НЕКОНД,000000000000007469,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,42,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 42 3 СТ20 8734,000000000000007470,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 42 3.5 СТ20 8734,000000000000007471,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 42 4 СТ20 8734,000000000000007472,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 42 5 СТ20 8734,000000000000007473,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 42 6 СТ20 8734,000000000000007474,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,6,##,##
ТР ХД 42 8 СТ20 8734,000000000000007475,Труба,915,10270,1027005200,102700520001100,##,##,##,##,##,##,##,##,СТ20,8734,42,##,##,##,##,##,##,##,##,8,##,##
ТР ХД 45 НЕКОНД,000000000000007476,Прочие ТМП,925,10330,1033003600,103300360001100,##,НЕКОНД,##,##,##,##,##,##,##,##,45,##,##,##,##,##,##,##,##,##,##,##
ТР ХД 45 10 СТ20 8734,000000000000007477,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,10,##,##
ТР ХД 45 2 СТ20 8734,000000000000007478,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,2,##,##
ТР ХД 45 2.5 СТ20 8734,000000000000007479,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,2.5,##,##
ТР ХД 45 3 СТ20 8734,000000000000007480,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,3,##,##
ТР ХД 45 3.5 СТ20 8734,000000000000007481,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,3.5,##,##
ТР ХД 45 4 СТ20 8734,000000000000007482,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,4,##,##
ТР ХД 45 5 СТ20 8734,000000000000007483,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,5,##,##
ТР ХД 45 6 СТ20 8734,000000000000007484,Труба,915,10270,1027005300,102700530001100,##,##,##,##,##,##,##,##,СТ20,8734,45,##,##,##,##,##,##,##,##,6,##,##
